datumVanVertrek,vertrekLuchthaven,aankomstLuchthaven,vertrekTijd,aankomstTijd,prijs,duur,vrijeZitplaatsen,vluchtNummer,aantalStops,vertrekLuchthavenCode,aankomstLuchthavenCode
2023-07-13,Antwerpen,Kreta-Heraklion,13:15,17:50,329.99,3u 35m,10,2267,0,ANR,HER
2023-07-13,Brugge-Oostende,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-14,Brussel,Kreta-Heraklion,06:15,11:05,279.99,3u 50m,10,2251,0,BRU,HER
2023-07-14,Brugge-Oostende,Kreta-Heraklion,06:30,11:30,369.99,4u 0m,10,2281,0,OST,HER
2023-07-14,Luik,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-14,Antwerpen,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-15,Brussel,Kreta-Heraklion,06:25,11:15,399.99,3u 50m,10,2251,0,BRU,HER
2023-07-15,Luik,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-15,Antwerpen,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-15,Brugge-Oostende,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-16,Luik,Kreta-Heraklion,12:45,19:15,359.99,5u 30m,10,2365,1,LGG,HER
2023-07-16,Antwerpen,Kreta-Heraklion,14:55,19:30,329.99,3u 35m,10,2267,0,ANR,HER
2023-07-16,Brussel,Kreta-Heraklion,15:30,20:20,279.99,3u 50m,10,2253,0,BRU,HER
2023-07-16,Brugge-Oostende,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-17,Brussel,Kreta-Heraklion,06:15,11:05,379.99,3u 50m,10,2251,0,BRU,HER
2023-07-17,Luik,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-17,Antwerpen,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-17,Brugge-Oostende,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-18,Brussel,Kreta-Heraklion,06:20,11:10,379.99,3u 50m,10,2251,0,BRU,HER
2023-07-18,Brugge-Oostende,Kreta-Heraklion,13:10,19:45,264.99,5u 35m,10,2185,1,OST,HER
2023-07-18,Luik,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-18,Antwerpen,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-19,Brussel,Kreta-Heraklion,06:10,11:00,269.99,3u 50m,10,2251,0,BRU,HER
2023-07-19,Luik,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-19,Antwerpen,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-19,Brugge-Oostende,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-20,Luik,Kreta-Heraklion,06:00,12:15,319.99,5u 15m,10,2365,1,LGG,HER
2023-07-20,Brussel,Kreta-Heraklion,06:15,11:05,309.99,3u 50m,10,2251,0,BRU,HER
2023-07-20,Antwerpen,Kreta-Heraklion,13:15,17:50,309.99,3u 35m,10,2267,0,ANR,HER
2023-07-20,Brugge-Oostende,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-21,Brussel,Kreta-Heraklion,06:15,11:05,369.99,3u 50m,10,2251,0,BRU,HER
2023-07-21,Brugge-Oostende,Kreta-Heraklion,06:30,11:30,289.99,4u 0m,10,2281,0,OST,HER
2023-07-21,Luik,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-21,Antwerpen,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-22,Brussel,Kreta-Heraklion,06:25,11:15,329.99,3u 50m,10,2251,0,BRU,HER
2023-07-22,Luik,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-22,Antwerpen,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-22,Brugge-Oostende,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-23,Luik,Kreta-Heraklion,12:45,19:15,259.99,5u 30m,10,2365,1,LGG,HER
2023-07-23,Antwerpen,Kreta-Heraklion,14:55,19:30,309.99,3u 35m,10,2267,0,ANR,HER
2023-07-23,Brussel,Kreta-Heraklion,15:30,20:20,259.99,3u 50m,10,2253,0,BRU,HER
2023-07-23,Brugge-Oostende,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-24,Brussel,Kreta-Heraklion,06:15,11:05,379.99,3u 50m,10,2251,0,BRU,HER
2023-07-24,Luik,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-24,Antwerpen,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-24,Brugge-Oostende,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-25,Brussel,Kreta-Heraklion,06:20,11:10,379.99,3u 50m,10,2251,0,BRU,HER
2023-07-25,Brugge-Oostende,Kreta-Heraklion,13:10,19:45,359.99,5u 35m,10,2185,1,OST,HER
2023-07-25,Luik,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-25,Antwerpen,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-26,Brussel,Kreta-Heraklion,06:10,11:00,379.99,3u 50m,10,2251,0,BRU,HER
2023-07-26,Luik,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-26,Antwerpen,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-26,Brugge-Oostende,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-27,Luik,Kreta-Heraklion,06:00,12:15,359.99,5u 15m,10,2365,1,LGG,HER
2023-07-27,Brussel,Kreta-Heraklion,06:15,11:05,284.99,3u 50m,10,2251,0,BRU,HER
2023-07-27,Antwerpen,Kreta-Heraklion,13:15,17:50,309.99,3u 35m,10,2267,0,ANR,HER
2023-07-27,Brugge-Oostende,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-28,Brussel,Kreta-Heraklion,06:15,11:05,349.99,3u 50m,10,2251,0,BRU,HER
2023-07-28,Brugge-Oostende,Kreta-Heraklion,06:30,11:30,359.99,4u 0m,10,2281,0,OST,HER
2023-07-28,Luik,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-28,Antwerpen,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-29,Brussel,Kreta-Heraklion,06:25,11:15,379.99,3u 50m,10,2251,0,BRU,HER
2023-07-29,Luik,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-29,Antwerpen,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-29,Brugge-Oostende,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-30,Luik,Kreta-Heraklion,12:45,19:15,259.99,5u 30m,10,2365,1,LGG,HER
2023-07-30,Antwerpen,Kreta-Heraklion,14:55,19:30,329.99,3u 35m,10,2267,0,ANR,HER
2023-07-30,Brussel,Kreta-Heraklion,15:30,20:20,279.99,3u 50m,10,2253,0,BRU,HER
2023-07-30,Brugge-Oostende,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-31,Brussel,Kreta-Heraklion,06:15,11:05,339.99,3u 50m,10,2251,0,BRU,HER
2023-07-31,Luik,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-31,Antwerpen,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-31,Brugge-Oostende,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-01,Brussel,Kreta-Heraklion,06:20,11:10,339.99,3u 50m,10,2251,0,BRU,HER
2023-08-01,Brugge-Oostende,Kreta-Heraklion,13:10,19:45,229.99,5u 35m,10,2185,1,OST,HER
2023-08-01,Luik,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-01,Antwerpen,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-02,Brussel,Kreta-Heraklion,06:10,11:00,339.99,3u 50m,10,2251,0,BRU,HER
2023-08-02,Luik,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-02,Antwerpen,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-02,Brugge-Oostende,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-03,Luik,Kreta-Heraklion,06:00,12:15,269.99,5u 15m,10,2365,1,LGG,HER
2023-08-03,Brussel,Kreta-Heraklion,06:15,11:05,339.99,3u 50m,10,2251,0,BRU,HER
2023-08-03,Antwerpen,Kreta-Heraklion,13:15,17:50,279.99,3u 35m,10,2267,0,ANR,HER
2023-08-03,Brugge-Oostende,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-04,Brussel,Kreta-Heraklion,06:15,11:05,339.99,3u 50m,10,2251,0,BRU,HER
2023-08-04,Brugge-Oostende,Kreta-Heraklion,06:30,11:30,284.99,4u 0m,10,2281,0,OST,HER
2023-08-04,Luik,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-04,Antwerpen,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-05,Brussel,Kreta-Heraklion,06:25,11:15,339.99,3u 50m,10,2251,0,BRU,HER
2023-08-05,Luik,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-05,Antwerpen,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-05,Brugge-Oostende,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-06,Luik,Kreta-Heraklion,12:45,19:15,229.99,5u 30m,10,2365,1,LGG,HER
2023-08-06,Antwerpen,Kreta-Heraklion,14:55,19:30,279.99,3u 35m,10,2267,0,ANR,HER
2023-08-06,Brussel,Kreta-Heraklion,15:30,20:20,229.99,3u 50m,10,2253,0,BRU,HER
2023-08-06,Brugge-Oostende,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-07,Brussel,Kreta-Heraklion,06:15,11:05,339.99,3u 50m,10,2251,0,BRU,HER
2023-08-07,Luik,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-07,Antwerpen,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-07,Brugge-Oostende,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-08,Brussel,Kreta-Heraklion,06:20,11:10,339.99,3u 50m,10,2251,0,BRU,HER
2023-08-08,Brugge-Oostende,Kreta-Heraklion,13:10,19:45,229.99,5u 35m,10,2185,1,OST,HER
2023-08-08,Luik,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-08,Antwerpen,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-09,Brussel,Kreta-Heraklion,06:10,11:00,239.99,3u 50m,10,2251,0,BRU,HER
2023-08-09,Luik,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-09,Antwerpen,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-09,Brugge-Oostende,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-10,Luik,Kreta-Heraklion,06:00,12:15,234.99,5u 15m,10,2365,1,LGG,HER
2023-08-10,Brussel,Kreta-Heraklion,06:15,11:05,339.99,3u 50m,10,2251,0,BRU,HER
2023-08-10,Antwerpen,Kreta-Heraklion,13:15,17:50,279.99,3u 35m,10,2267,0,ANR,HER
2023-08-10,Brugge-Oostende,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-11,Brussel,Kreta-Heraklion,06:15,11:05,229.99,3u 50m,10,2251,0,BRU,HER
2023-08-11,Brugge-Oostende,Kreta-Heraklion,06:30,11:30,229.99,4u 0m,10,2281,0,OST,HER
2023-08-11,Luik,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-11,Antwerpen,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-12,Brussel,Kreta-Heraklion,06:25,11:15,319.99,3u 50m,10,2251,0,BRU,HER
2023-08-12,Luik,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-12,Antwerpen,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-12,Brugge-Oostende,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-13,Luik,Kreta-Heraklion,12:45,19:15,229.99,5u 30m,10,2365,1,LGG,HER
2023-08-13,Antwerpen,Kreta-Heraklion,14:55,19:30,279.99,3u 35m,10,2267,0,ANR,HER
2023-08-13,Brussel,Kreta-Heraklion,15:30,20:20,229.99,3u 50m,10,2253,0,BRU,HER
2023-08-13,Brugge-Oostende,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-14,Brussel,Kreta-Heraklion,06:15,11:05,339.99,3u 50m,10,2251,0,BRU,HER
2023-08-14,Luik,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-14,Antwerpen,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-14,Brugge-Oostende,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-15,Brussel,Kreta-Heraklion,06:20,11:10,294.99,3u 50m,10,2251,0,BRU,HER
2023-08-15,Brugge-Oostende,Kreta-Heraklion,13:10,19:45,209.99,5u 35m,10,2185,1,OST,HER
2023-08-15,Luik,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-15,Antwerpen,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-16,Brussel,Kreta-Heraklion,06:10,11:00,264.99,3u 50m,10,2251,0,BRU,HER
2023-08-16,Luik,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-16,Antwerpen,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-16,Brugge-Oostende,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-17,Luik,Kreta-Heraklion,06:00,12:15,209.99,5u 15m,10,2365,1,LGG,HER
2023-08-17,Brussel,Kreta-Heraklion,06:15,11:05,209.99,3u 50m,10,2251,0,BRU,HER
2023-08-17,Antwerpen,Kreta-Heraklion,13:15,17:50,259.99,3u 35m,10,2267,0,ANR,HER
2023-08-17,Brugge-Oostende,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-18,Brussel,Kreta-Heraklion,06:15,11:05,264.99,3u 50m,10,2251,0,BRU,HER
2023-08-18,Brugge-Oostende,Kreta-Heraklion,06:30,11:30,209.99,4u 0m,10,2281,0,OST,HER
2023-08-18,Luik,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-18,Antwerpen,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-19,Brussel,Kreta-Heraklion,06:25,11:15,209.99,3u 50m,10,2251,0,BRU,HER
2023-08-19,Luik,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-19,Antwerpen,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-19,Brugge-Oostende,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-20,Luik,Kreta-Heraklion,12:45,19:15,209.99,5u 30m,10,2365,1,LGG,HER
2023-08-20,Antwerpen,Kreta-Heraklion,14:55,19:30,259.99,3u 35m,10,2267,0,ANR,HER
2023-08-20,Brussel,Kreta-Heraklion,15:30,20:20,209.99,3u 50m,10,2253,0,BRU,HER
2023-08-20,Brugge-Oostende,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-21,Brussel,Kreta-Heraklion,06:15,11:05,229.99,3u 50m,10,2251,0,BRU,HER
2023-08-21,Luik,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-21,Antwerpen,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-21,Brugge-Oostende,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-22,Brussel,Kreta-Heraklion,06:20,11:10,199.99,3u 50m,10,2251,0,BRU,HER
2023-08-22,Brugge-Oostende,Kreta-Heraklion,13:10,19:45,159.99,5u 35m,10,2185,1,OST,HER
2023-08-22,Luik,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-22,Antwerpen,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-23,Brussel,Kreta-Heraklion,06:10,11:00,159.99,3u 50m,10,2251,0,BRU,HER
2023-08-23,Luik,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-23,Antwerpen,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-23,Brugge-Oostende,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-24,Luik,Kreta-Heraklion,06:00,12:15,159.99,5u 15m,10,2365,1,LGG,HER
2023-08-24,Brussel,Kreta-Heraklion,06:15,11:05,159.99,3u 50m,10,2251,0,BRU,HER
2023-08-24,Antwerpen,Kreta-Heraklion,13:15,17:50,209.99,3u 35m,10,2267,0,ANR,HER
2023-08-24,Brugge-Oostende,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-25,Brussel,Kreta-Heraklion,06:15,11:05,164.99,3u 50m,10,2251,0,BRU,HER
2023-08-25,Brugge-Oostende,Kreta-Heraklion,06:30,11:30,159.99,4u 0m,10,2281,0,OST,HER
2023-08-25,Luik,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-25,Antwerpen,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-26,Brussel,Kreta-Heraklion,06:25,11:15,159.99,3u 50m,10,2251,0,BRU,HER
2023-08-26,Luik,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-26,Antwerpen,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-26,Brugge-Oostende,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-27,Luik,Kreta-Heraklion,12:45,19:15,159.99,5u 30m,10,2365,1,LGG,HER
2023-08-27,Antwerpen,Kreta-Heraklion,14:55,19:30,209.99,3u 35m,10,2267,0,ANR,HER
2023-08-27,Brussel,Kreta-Heraklion,15:30,20:20,159.99,3u 50m,10,2253,0,BRU,HER
2023-08-27,Brugge-Oostende,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-28,Brussel,Kreta-Heraklion,06:15,11:05,199.99,3u 50m,10,2251,0,BRU,HER
2023-08-28,Luik,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-28,Antwerpen,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-28,Brugge-Oostende,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-29,Brussel,Kreta-Heraklion,06:20,11:10,179.99,3u 50m,10,2251,0,BRU,HER
2023-08-29,Brugge-Oostende,Kreta-Heraklion,13:10,19:45,179.99,5u 35m,10,2185,1,OST,HER
2023-08-29,Luik,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-29,Antwerpen,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-30,Brussel,Kreta-Heraklion,06:10,11:00,179.99,3u 50m,10,2251,0,BRU,HER
2023-08-30,Luik,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-30,Antwerpen,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-30,Brugge-Oostende,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-31,Luik,Kreta-Heraklion,06:00,12:15,189.99,5u 15m,10,2365,1,LGG,HER
2023-08-31,Brussel,Kreta-Heraklion,06:15,11:05,229.99,3u 50m,10,2251,0,BRU,HER
2023-08-31,Antwerpen,Kreta-Heraklion,13:15,17:50,254.99,3u 35m,10,2267,0,ANR,HER
2023-08-31,Brugge-Oostende,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-01,Brussel,Kreta-Heraklion,06:20,11:10,179.99,3u 50m,10,2251,0,BRU,HER
2023-09-01,Brugge-Oostende,Kreta-Heraklion,06:30,11:30,204.99,4u 0m,10,2281,0,OST,HER
2023-09-01,Luik,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-01,Antwerpen,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-02,Brussel,Kreta-Heraklion,06:25,11:15,204.99,3u 50m,10,2251,0,BRU,HER
2023-09-02,Luik,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-02,Antwerpen,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-02,Brugge-Oostende,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-03,Luik,Kreta-Heraklion,12:45,19:15,209.99,5u 30m,10,2365,1,LGG,HER
2023-09-03,Antwerpen,Kreta-Heraklion,14:55,19:30,229.99,3u 35m,10,2267,0,ANR,HER
2023-09-03,Brussel,Kreta-Heraklion,15:30,20:20,179.99,3u 50m,10,2253,0,BRU,HER
2023-09-03,Brugge-Oostende,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-04,Brussel,Kreta-Heraklion,06:15,11:05,229.99,3u 50m,10,2251,0,BRU,HER
2023-09-04,Luik,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-04,Antwerpen,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-04,Brugge-Oostende,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-05,Brugge-Oostende,Kreta-Heraklion,13:10,19:45,179.99,5u 35m,10,2185,1,OST,HER
2023-09-05,Brussel,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-05,Luik,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-05,Antwerpen,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-06,Brussel,Kreta-Heraklion,06:10,11:00,224.99,3u 50m,10,2251,0,BRU,HER
2023-09-06,Luik,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-06,Antwerpen,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-06,Brugge-Oostende,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-07,Luik,Kreta-Heraklion,06:00,12:15,219.99,5u 15m,10,2365,1,LGG,HER
2023-09-07,Brussel,Kreta-Heraklion,06:15,11:05,194.99,3u 50m,10,2251,0,BRU,HER
2023-09-07,Antwerpen,Kreta-Heraklion,13:15,17:50,229.99,3u 35m,10,2267,0,ANR,HER
2023-09-07,Brugge-Oostende,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-08,Brussel,Kreta-Heraklion,06:20,11:10,199.99,3u 50m,10,2251,0,BRU,HER
2023-09-08,Brugge-Oostende,Kreta-Heraklion,06:30,11:30,229.99,4u 0m,10,2281,0,OST,HER
2023-09-08,Luik,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-08,Antwerpen,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-09,Brussel,Kreta-Heraklion,06:25,11:15,229.99,3u 50m,10,2251,0,BRU,HER
2023-09-09,Luik,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-09,Antwerpen,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-09,Brugge-Oostende,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-10,Luik,Kreta-Heraklion,12:45,19:15,179.99,5u 30m,10,2365,1,LGG,HER
2023-09-10,Antwerpen,Kreta-Heraklion,14:55,19:30,244.99,3u 35m,10,2267,0,ANR,HER
2023-09-10,Brussel,Kreta-Heraklion,15:30,20:20,179.99,3u 50m,10,2253,0,BRU,HER
2023-09-10,Brugge-Oostende,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-11,Brussel,Kreta-Heraklion,06:15,11:05,229.99,3u 50m,10,2251,0,BRU,HER
2023-09-11,Luik,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-11,Antwerpen,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-11,Brugge-Oostende,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-12,Brugge-Oostende,Kreta-Heraklion,13:10,19:45,229.99,5u 35m,10,2185,1,OST,HER
2023-09-12,Brussel,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-12,Luik,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-12,Antwerpen,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-13,Brussel,Kreta-Heraklion,06:10,11:00,209.99,3u 50m,10,2251,0,BRU,HER
2023-09-13,Luik,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-13,Antwerpen,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-13,Brugge-Oostende,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-14,Luik,Kreta-Heraklion,06:00,12:15,179.99,5u 15m,10,2365,1,LGG,HER
2023-09-14,Brussel,Kreta-Heraklion,06:15,11:05,184.99,3u 50m,10,2251,0,BRU,HER
2023-09-14,Antwerpen,Kreta-Heraklion,13:15,17:50,229.99,3u 35m,10,2267,0,ANR,HER
2023-09-14,Brugge-Oostende,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-15,Brussel,Kreta-Heraklion,06:20,11:10,224.99,3u 50m,10,2251,0,BRU,HER
2023-09-15,Brugge-Oostende,Kreta-Heraklion,06:30,11:30,229.99,4u 0m,10,2281,0,OST,HER
2023-09-15,Luik,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-15,Antwerpen,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
