datumVanVertrek,vertrekLuchthaven,aankomstLuchthaven,vertrekTijd,aankomstTijd,prijs,duur,vrijeZitplaatsen,vluchtNummer,aantalStops,vertrekLuchthavenCode,aankomstLuchthavenCode
2023-09-16,Brussel,Kreta-Heraklion,06:25,11:15,219.99,3u 50m,10,2251,0,BRU,HER
2023-09-16,Luik,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-16,Antwerpen,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-16,Brugge-Oostende,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-17,Luik,Kreta-Heraklion,12:45,19:15,179.99,5u 30m,10,2365,1,LGG,HER
2023-09-17,Antwerpen,Kreta-Heraklion,14:55,19:30,229.99,3u 35m,10,2267,0,ANR,HER
2023-09-17,Brussel,Kreta-Heraklion,15:30,20:20,179.99,3u 50m,10,2253,0,BRU,HER
2023-09-17,Brugge-Oostende,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-18,Brussel,Kreta-Heraklion,06:15,11:05,229.99,3u 50m,10,2251,0,BRU,HER
2023-09-18,Luik,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-18,Antwerpen,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-18,Brugge-Oostende,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-19,Brugge-Oostende,Kreta-Heraklion,13:10,19:45,179.99,5u 35m,10,2185,1,OST,HER
2023-09-19,Brussel,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-19,Luik,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-19,Antwerpen,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-20,Brussel,Kreta-Heraklion,06:10,11:00,179.99,3u 50m,10,2251,0,BRU,HER
2023-09-20,Luik,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-20,Antwerpen,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-20,Brugge-Oostende,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-21,Luik,Kreta-Heraklion,06:00,12:15,179.99,5u 15m,10,2365,1,LGG,HER
2023-09-21,Brussel,Kreta-Heraklion,06:15,11:05,229.99,3u 50m,10,2251,0,BRU,HER
2023-09-21,Antwerpen,Kreta-Heraklion,13:15,17:50,229.99,3u 35m,10,2267,0,ANR,HER
2023-09-21,Brugge-Oostende,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-22,Brussel,Kreta-Heraklion,06:20,11:10,179.99,3u 50m,10,2251,0,BRU,HER
2023-09-22,Brugge-Oostende,Kreta-Heraklion,06:30,11:30,179.99,4u 0m,10,2281,0,OST,HER
2023-09-22,Luik,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-22,Antwerpen,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-23,Brussel,Kreta-Heraklion,06:25,11:15,224.99,3u 50m,10,2251,0,BRU,HER
2023-09-23,Luik,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-23,Antwerpen,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-23,Brugge-Oostende,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-24,Luik,Kreta-Heraklion,12:45,19:15,179.99,5u 30m,10,2365,1,LGG,HER
2023-09-24,Antwerpen,Kreta-Heraklion,14:55,19:30,229.99,3u 35m,10,2267,0,ANR,HER
2023-09-24,Brussel,Kreta-Heraklion,15:30,20:20,199.99,3u 50m,10,2253,0,BRU,HER
2023-09-24,Brugge-Oostende,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-25,Brussel,Kreta-Heraklion,06:15,11:05,229.99,3u 50m,10,2251,0,BRU,HER
2023-09-25,Luik,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-25,Antwerpen,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-25,Brugge-Oostende,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-26,Brugge-Oostende,Kreta-Heraklion,13:10,19:45,179.99,5u 35m,10,2185,1,OST,HER
2023-09-26,Brussel,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-26,Luik,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-26,Antwerpen,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-27,Brussel,Kreta-Heraklion,06:10,11:00,229.99,3u 50m,10,2251,0,BRU,HER
2023-09-27,Luik,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-27,Antwerpen,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-27,Brugge-Oostende,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-28,Luik,Kreta-Heraklion,06:00,12:15,179.99,5u 15m,10,2365,1,LGG,HER
2023-09-28,Brussel,Kreta-Heraklion,06:15,11:05,229.99,3u 50m,10,2251,0,BRU,HER
2023-09-28,Antwerpen,Kreta-Heraklion,13:15,17:50,239.99,3u 35m,10,2267,0,ANR,HER
2023-09-28,Brugge-Oostende,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-29,Brussel,Kreta-Heraklion,06:20,11:10,179.99,3u 50m,10,2251,0,BRU,HER
2023-09-29,Brugge-Oostende,Kreta-Heraklion,06:30,11:30,199.99,4u 0m,10,2281,0,OST,HER
2023-09-29,Luik,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-29,Antwerpen,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-30,Brussel,Kreta-Heraklion,06:25,11:15,229.99,3u 50m,10,2251,0,BRU,HER
2023-09-30,Luik,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-30,Antwerpen,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-09-30,Brugge-Oostende,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-10-01,Luik,Kreta-Heraklion,12:45,19:15,179.99,5u 30m,10,2365,1,LGG,HER
2023-10-01,Antwerpen,Kreta-Heraklion,14:55,19:30,229.99,3u 35m,10,2267,0,ANR,HER
2023-10-01,Brussel,Kreta-Heraklion,15:30,20:20,179.99,3u 50m,10,2253,0,BRU,HER
2023-10-01,Brugge-Oostende,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-10-02,Brussel,Kreta-Heraklion,06:15,11:05,159.99,3u 50m,10,2251,0,BRU,HER
2023-10-02,Luik,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-10-02,Antwerpen,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-10-02,Brugge-Oostende,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-10-03,Brussel,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-10-03,Luik,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-10-03,Antwerpen,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-10-03,Brugge-Oostende,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-10-04,Brussel,Kreta-Heraklion,06:10,11:00,164.99,3u 50m,10,2251,0,BRU,HER
2023-10-04,Luik,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-10-04,Antwerpen,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-10-04,Brugge-Oostende,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-10-05,Luik,Kreta-Heraklion,06:00,12:15,159.99,5u 15m,10,2365,1,LGG,HER
2023-10-05,Brussel,Kreta-Heraklion,06:15,11:05,199.99,3u 50m,10,2251,0,BRU,HER
2023-10-05,Antwerpen,Kreta-Heraklion,13:15,17:50,209.99,3u 35m,10,2267,0,ANR,HER
2023-10-05,Brugge-Oostende,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-10-06,Brussel,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-10-06,Luik,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-10-06,Antwerpen,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-10-06,Brugge-Oostende,Kreta-Heraklion,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-01,Brussel,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-01,Luik,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-01,Antwerpen,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-01,Brugge-Oostende,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-02,Brussel,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-02,Luik,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-02,Antwerpen,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-02,Brugge-Oostende,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-03,Brussel,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-03,Luik,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-03,Antwerpen,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-03,Brugge-Oostende,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-04,Brussel,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-04,Luik,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-04,Antwerpen,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-04,Brugge-Oostende,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-05,Brussel,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-05,Luik,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-05,Antwerpen,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-05,Brugge-Oostende,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-06,Brussel,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-06,Luik,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-06,Antwerpen,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-06,Brugge-Oostende,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-07,Brussel,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-07,Luik,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-07,Antwerpen,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-07,Brugge-Oostende,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-08,Brussel,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-08,Luik,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-08,Antwerpen,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-08,Brugge-Oostende,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-09,Brussel,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-09,Luik,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-09,Antwerpen,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-09,Brugge-Oostende,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-10,Brussel,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-10,Luik,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-10,Antwerpen,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-10,Brugge-Oostende,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-11,Brussel,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-11,Luik,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-11,Antwerpen,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-11,Brugge-Oostende,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-12,Brussel,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-12,Luik,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-12,Antwerpen,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-12,Brugge-Oostende,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-13,Brussel,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-13,Luik,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-13,Antwerpen,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-13,Brugge-Oostende,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-14,Brussel,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-14,Luik,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-14,Antwerpen,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-14,Brugge-Oostende,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-15,Brussel,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-15,Luik,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-15,Antwerpen,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-15,Brugge-Oostende,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-16,Brussel,Rhodos,07:30,12:30,119.99,4u 0m,10,2341,0,BRU,RHO
2023-04-16,Luik,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-16,Antwerpen,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-16,Brugge-Oostende,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-17,Brussel,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-17,Luik,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-17,Antwerpen,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-17,Brugge-Oostende,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-18,Brussel,Rhodos,06:00,11:00,264.99,4u 0m,10,2367,0,BRU,RHO
2023-04-18,Luik,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-18,Antwerpen,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-18,Brugge-Oostende,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-19,Brussel,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-19,Luik,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-19,Antwerpen,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-19,Brugge-Oostende,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-20,Brussel,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-20,Luik,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-20,Antwerpen,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-20,Brugge-Oostende,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-21,Brussel,Rhodos,06:00,11:00,224.99,4u 0m,10,2341,0,BRU,RHO
2023-04-21,Luik,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-21,Antwerpen,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-21,Brugge-Oostende,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-22,Brussel,Rhodos,14:15,19:15,529.99,4u 0m,1,2341,0,BRU,RHO
2023-04-22,Luik,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-22,Antwerpen,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-22,Brugge-Oostende,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-23,Luik,Rhodos,12:45,17:35,219.99,3u 50m,10,2365,0,LGG,RHO
2023-04-23,Brussel,Rhodos,14:15,19:15,309.99,4u 0m,10,2341,0,BRU,RHO
2023-04-23,Antwerpen,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-23,Brugge-Oostende,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-24,Brussel,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-24,Luik,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-24,Antwerpen,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-24,Brugge-Oostende,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-25,Brussel,Rhodos,06:00,11:00,459.99,4u 0m,9,2367,0,BRU,RHO
2023-04-25,Luik,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-25,Antwerpen,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-25,Brugge-Oostende,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-26,Brussel,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-26,Luik,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-26,Antwerpen,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-26,Brugge-Oostende,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-27,Brussel,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-27,Luik,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-27,Antwerpen,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-27,Brugge-Oostende,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-28,Brussel,Rhodos,06:00,11:00,409.99,4u 0m,10,2341,0,BRU,RHO
2023-04-28,Luik,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-28,Antwerpen,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-28,Brugge-Oostende,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-29,Brussel,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-29,Luik,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-29,Antwerpen,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-29,Brugge-Oostende,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-30,Brussel,Rhodos,14:15,19:15,459.99,4u 0m,10,2341,0,BRU,RHO
2023-04-30,Luik,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-30,Antwerpen,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-04-30,Brugge-Oostende,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-05-01,Brussel,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-05-01,Luik,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-05-01,Antwerpen,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-05-01,Brugge-Oostende,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-05-02,Brussel,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-05-02,Luik,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-05-02,Antwerpen,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-05-02,Brugge-Oostende,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-05-03,Brussel,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-05-03,Luik,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-05-03,Antwerpen,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-05-03,Brugge-Oostende,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-05-04,Brussel,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-05-04,Luik,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-05-04,Antwerpen,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-05-04,Brugge-Oostende,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-05-05,Brussel,Rhodos,06:00,11:00,489.99,4u 0m,6,2341,0,BRU,RHO
2023-05-05,Luik,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-05-05,Antwerpen,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-05-05,Brugge-Oostende,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-05-06,Brussel,Rhodos,14:15,19:15,339.99,4u 0m,10,2341,0,BRU,RHO
2023-05-06,Brugge-Oostende,Rhodos,14:30,19:40,254.99,4u 10m,10,2371,0,OST,RHO
2023-05-06,Luik,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-05-06,Antwerpen,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-05-07,Luik,Rhodos,12:45,17:35,289.99,3u 50m,10,2365,0,LGG,RHO
2023-05-07,Brussel,Rhodos,14:15,19:15,269.99,4u 0m,10,2341,0,BRU,RHO
2023-05-07,Antwerpen,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-05-07,Brugge-Oostende,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-05-08,Brussel,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-05-08,Luik,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-05-08,Antwerpen,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-05-08,Brugge-Oostende,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-05-09,Brussel,Rhodos,06:00,11:00,279.99,4u 0m,10,2341,0,BRU,RHO
2023-05-09,Luik,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-05-09,Antwerpen,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-05-09,Brugge-Oostende,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-05-10,Brussel,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-05-10,Luik,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-05-10,Antwerpen,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-05-10,Brugge-Oostende,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-05-11,Brussel,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-05-11,Luik,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-05-11,Antwerpen,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-05-11,Brugge-Oostende,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-05-12,Brussel,Rhodos,06:00,11:00,339.99,4u 0m,10,2341,0,BRU,RHO
2023-05-12,Luik,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-05-12,Antwerpen,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-05-12,Brugge-Oostende,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-05-13,Brussel,Rhodos,14:15,19:15,399.99,4u 0m,10,2341,0,BRU,RHO
2023-05-13,Brugge-Oostende,Rhodos,14:30,19:40,274.99,4u 10m,10,2371,0,OST,RHO
2023-05-13,Luik,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-05-13,Antwerpen,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-05-14,Luik,Rhodos,12:45,17:35,309.99,3u 50m,10,2365,0,LGG,RHO
2023-05-14,Brussel,Rhodos,14:15,19:15,309.99,4u 0m,10,2341,0,BRU,RHO
2023-05-14,Antwerpen,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-05-14,Brugge-Oostende,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-05-15,Brussel,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-05-15,Luik,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-05-15,Antwerpen,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-05-15,Brugge-Oostende,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-05-16,Brussel,Rhodos,06:00,11:00,569.99,4u 0m,4,2341,0,BRU,RHO
2023-05-16,Brugge-Oostende,Rhodos,13:00,18:10,229.99,4u 10m,10,2371,0,OST,RHO
2023-05-16,Luik,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-05-16,Antwerpen,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-05-17,Brussel,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-05-17,Luik,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-05-17,Antwerpen,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-05-17,Brugge-Oostende,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-05-18,Brussel,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-05-18,Luik,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-05-18,Antwerpen,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-05-18,Brugge-Oostende,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-05-19,Brussel,Rhodos,06:00,11:00,559.99,4u 0m,1,2341,0,BRU,RHO
2023-05-19,Luik,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-05-19,Antwerpen,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-05-19,Brugge-Oostende,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-05-20,Brussel,Rhodos,14:15,19:15,209.99,4u 0m,10,2341,0,BRU,RHO
2023-05-20,Brugge-Oostende,Rhodos,14:30,19:40,259.99,4u 10m,10,2371,0,OST,RHO
2023-05-20,Luik,Rhodos,geen,geen,geen,geen,geen,geen,geen,geen,geen
