Luchthaven,Bestemming,Datum,Vertrektijdstip,Aankomsttijdstip,prijs,duur,aantalStops,vrijePlaatsen,VluchtNr,Flightkey
Brussels (Charleroi),Rhodes,2023-06-30,07:55:00.000,12:30:00.000,171.05,03:35,0,5,FR 8577,FR~8577~ ~~CRL~06/30/2023 07:55~RHO~06/30/2023 12:30~~
Brussels (Charleroi),Brindisi,2023-06-30,07:00:00.000,09:25:00.000,80.16,02:25,0,5,FR 7737,FR~7737~ ~~CRL~06/30/2023 07:00~BDS~06/30/2023 09:25~~
Brussels (Charleroi),Naples,2023-06-30,09:10:00.000,11:25:00.000,71.32,02:15,0,5,FR 1302,FR~1302~ ~~CRL~06/30/2023 09:10~NAP~06/30/2023 11:25~~
Brussels (Charleroi),Naples,2023-06-30,20:00:00.000,22:15:00.000,63.92,02:15,0,-1,FR 1310,FR~1310~ ~~CRL~06/30/2023 20:00~NAP~06/30/2023 22:15~~
Brussels (Charleroi),Palermo,2023-06-30,16:35:00.000,19:05:00.000,152.99,02:30,0,1,FR 6269,FR~6269~ ~~CRL~06/30/2023 16:35~PMO~06/30/2023 19:05~~
Brussels (Charleroi),Faro,2023-06-30,07:05:00.000,09:00:00.000,155.27,02:55,0,-1,FR 2941,FR~2941~ ~~CRL~06/30/2023 07:05~FAO~06/30/2023 09:00~~
Brussels (Charleroi),Faro,2023-06-30,17:30:00.000,19:25:00.000,145.87,02:55,0,-1,FR 6312,FR~6312~ ~~CRL~06/30/2023 17:30~FAO~06/30/2023 19:25~~
Brussels (Charleroi),Alicante,2023-06-30,09:45:00.000,12:10:00.000,171.49,02:25,0,-1,FR 3534,FR~3534~ ~~CRL~06/30/2023 09:45~ALC~06/30/2023 12:10~~
Brussels (Charleroi),Alicante,2023-06-30,17:20:00.000,19:45:00.000,171.49,02:25,0,5,FR 9053,FR~9053~ ~~CRL~06/30/2023 17:20~ALC~06/30/2023 19:45~~
Brussels (Charleroi),Ibiza,2023-06-30,16:15:00.000,18:40:00.000,161.84,02:25,0,5,FR 6456,FR~6456~ ~~CRL~06/30/2023 16:15~IBZ~06/30/2023 18:40~~
Brussels (Charleroi),Malaga,2023-06-30,10:00:00.000,12:45:00.000,193.49,02:45,0,-1,FR 1928,FR~1928~ ~~CRL~06/30/2023 10:00~AGP~06/30/2023 12:45~~
Brussels (Charleroi),Malaga,2023-06-30,20:55:00.000,23:40:00.000,203.99,02:45,0,3,FR 1916,FR~1916~ ~~CRL~06/30/2023 20:55~AGP~06/30/2023 23:40~~
Brussels (Charleroi),Tenerife (South),2023-06-30,06:30:00.000,10:05:00.000,137.47,04:35,0,-1,FR 563,FR~ 563~ ~~CRL~06/30/2023 06:30~TFS~06/30/2023 10:05~~
Brussels (Charleroi),Heraklion Crete,2023-07-01,08:10:00.000,12:35:00.000,220.09,03:25,0,2,FR 7986,FR~7986~ ~~CRL~07/01/2023 08:10~HER~07/01/2023 12:35~~
Brussels (Charleroi),Naples,2023-07-01,07:45:00.000,10:00:00.000,127.33,02:15,0,-1,FR 1302,FR~1302~ ~~CRL~07/01/2023 07:45~NAP~07/01/2023 10:00~~
Brussels (Charleroi),Palermo,2023-07-01,21:30:00.000,23:59:00.000,150.99,02:29,0,4,FR 6269,FR~6269~ ~~CRL~07/01/2023 21:30~PMO~07/01/2023 23:59~~
Brussels (Charleroi),Faro,2023-07-01,11:05:00.000,13:00:00.000,197.24,02:55,0,5,FR 2941,FR~2941~ ~~CRL~07/01/2023 11:05~FAO~07/01/2023 13:00~~
Brussels (Charleroi),Alicante,2023-07-01,15:50:00.000,18:15:00.000,155.39,02:25,0,-1,FR 3534,FR~3534~ ~~CRL~07/01/2023 15:50~ALC~07/01/2023 18:15~~
Brussels (Charleroi),Malaga,2023-07-01,13:35:00.000,16:20:00.000,179.19,02:45,0,-1,FR 1916,FR~1916~ ~~CRL~07/01/2023 13:35~AGP~07/01/2023 16:20~~
Brussels (Charleroi),Corfu,2023-07-02,17:00:00.000,20:40:00.000,156.79,02:40,0,-1,FR 6251,FR~6251~ ~~CRL~07/02/2023 17:00~CFU~07/02/2023 20:40~~
Brussels (Charleroi),Brindisi,2023-07-02,17:30:00.000,19:55:00.000,163.71,02:25,0,-1,FR 7737,FR~7737~ ~~CRL~07/02/2023 17:30~BDS~07/02/2023 19:55~~
Brussels (Charleroi),Naples,2023-07-02,09:45:00.000,12:00:00.000,62.25,02:15,0,-1,FR 1302,FR~1302~ ~~CRL~07/02/2023 09:45~NAP~07/02/2023 12:00~~
Brussels (Charleroi),Faro,2023-07-02,16:45:00.000,18:40:00.000,176.4,02:55,0,-1,FR 2941,FR~2941~ ~~CRL~07/02/2023 16:45~FAO~07/02/2023 18:40~~
Brussels (Charleroi),Faro,2023-07-02,19:45:00.000,21:40:00.000,128.87,02:55,0,-1,FR 6312,FR~6312~ ~~CRL~07/02/2023 19:45~FAO~07/02/2023 21:40~~
Brussels (Charleroi),Alicante,2023-07-02,09:55:00.000,12:20:00.000,156.79,02:25,0,2,FR 3534,FR~3534~ ~~CRL~07/02/2023 09:55~ALC~07/02/2023 12:20~~
Brussels (Charleroi),Alicante,2023-07-02,15:00:00.000,17:25:00.000,156.79,02:25,0,-1,FR 9053,FR~9053~ ~~CRL~07/02/2023 15:00~ALC~07/02/2023 17:25~~
Brussels (Charleroi),Ibiza,2023-07-02,07:30:00.000,09:55:00.000,170.06,02:25,0,3,FR 6456,FR~6456~ ~~CRL~07/02/2023 07:30~IBZ~07/02/2023 09:55~~
Brussels,Malaga,2023-07-02,09:55:00.000,12:50:00.000,162.53,02:55,0,-1,FR 2923,FR~2923~ ~~BRU~07/02/2023 09:55~AGP~07/02/2023 12:50~~
Brussels (Charleroi),Malaga,2023-07-02,21:30:00.000,00:15:00.000,116.79,02:45,0,-1,FR 1916,FR~1916~ ~~CRL~07/02/2023 21:30~AGP~07/03/2023 00:15~~
Brussels (Charleroi),Tenerife (South),2023-07-02,12:35:00.000,16:10:00.000,263.11,04:35,0,5,FR 563,FR~ 563~ ~~CRL~07/02/2023 12:35~TFS~07/02/2023 16:10~~
Brussels (Charleroi),Corfu,2023-07-03,19:20:00.000,23:00:00.000,132.54,02:40,0,-1,FR 6251,FR~6251~ ~~CRL~07/03/2023 19:20~CFU~07/03/2023 23:00~~
Brussels (Charleroi),Rhodes,2023-07-03,12:00:00.000,16:35:00.000,170.54,03:35,0,-1,FR 8577,FR~8577~ ~~CRL~07/03/2023 12:00~RHO~07/03/2023 16:35~~
Brussels (Charleroi),Brindisi,2023-07-03,20:55:00.000,23:20:00.000,101.41,02:25,0,-1,FR 7737,FR~7737~ ~~CRL~07/03/2023 20:55~BDS~07/03/2023 23:20~~
Brussels (Charleroi),Naples,2023-07-03,06:30:00.000,08:45:00.000,72.79,02:15,0,-1,FR 1302,FR~1302~ ~~CRL~07/03/2023 06:30~NAP~07/03/2023 08:45~~
Brussels (Charleroi),Naples,2023-07-03,09:30:00.000,11:45:00.000,147.86,02:15,0,-1,FR 1310,FR~1310~ ~~CRL~07/03/2023 09:30~NAP~07/03/2023 11:45~~
Brussels (Charleroi),Palermo,2023-07-03,12:05:00.000,14:35:00.000,178.99,02:30,0,5,FR 6269,FR~6269~ ~~CRL~07/03/2023 12:05~PMO~07/03/2023 14:35~~
Brussels (Charleroi),Faro,2023-07-03,18:00:00.000,19:55:00.000,116.79,02:55,0,-1,FR 2941,FR~2941~ ~~CRL~07/03/2023 18:00~FAO~07/03/2023 19:55~~
Brussels (Charleroi),Alicante,2023-07-03,16:55:00.000,19:20:00.000,236.59,02:25,0,-1,FR 3534,FR~3534~ ~~CRL~07/03/2023 16:55~ALC~07/03/2023 19:20~~
Brussels,Malaga,2023-07-03,17:40:00.000,20:30:00.000,160.14,02:50,0,-1,FR 2923,FR~2923~ ~~BRU~07/03/2023 17:40~AGP~07/03/2023 20:30~~
Brussels (Charleroi),Malaga,2023-07-03,19:20:00.000,22:05:00.000,176.4,02:45,0,-1,FR 1916,FR~1916~ ~~CRL~07/03/2023 19:20~AGP~07/03/2023 22:05~~
Brussels (Charleroi),Heraklion Crete,2023-07-04,07:20:00.000,11:45:00.000,150.47,03:25,0,1,FR 7986,FR~7986~ ~~CRL~07/04/2023 07:20~HER~07/04/2023 11:45~~
Brussels (Charleroi),Brindisi,2023-07-04,17:20:00.000,19:45:00.000,90.3,02:25,0,-1,FR 7737,FR~7737~ ~~CRL~07/04/2023 17:20~BDS~07/04/2023 19:45~~
Brussels (Charleroi),Naples,2023-07-04,19:20:00.000,21:35:00.000,82.85,02:15,0,4,FR 1302,FR~1302~ ~~CRL~07/04/2023 19:20~NAP~07/04/2023 21:35~~
Brussels (Charleroi),Palermo,2023-07-04,15:35:00.000,18:05:00.000,160.99,02:30,0,3,FR 6269,FR~6269~ ~~CRL~07/04/2023 15:35~PMO~07/04/2023 18:05~~
Brussels (Charleroi),Faro,2023-07-04,13:45:00.000,15:40:00.000,102.29,02:55,0,5,FR 2941,FR~2941~ ~~CRL~07/04/2023 13:45~FAO~07/04/2023 15:40~~
Brussels (Charleroi),Faro,2023-07-04,16:45:00.000,18:40:00.000,101.39,02:55,0,1,FR 6312,FR~6312~ ~~CRL~07/04/2023 16:45~FAO~07/04/2023 18:40~~
Brussels (Charleroi),Alicante,2023-07-04,06:30:00.000,08:55:00.000,179.19,02:25,0,-1,FR 3534,FR~3534~ ~~CRL~07/04/2023 06:30~ALC~07/04/2023 08:55~~
Brussels (Charleroi),Alicante,2023-07-04,12:15:00.000,14:40:00.000,145.87,02:25,0,-1,FR 9053,FR~9053~ ~~CRL~07/04/2023 12:15~ALC~07/04/2023 14:40~~
Brussels (Charleroi),Ibiza,2023-07-04,09:25:00.000,11:50:00.000,172.8,02:25,0,4,FR 6456,FR~6456~ ~~CRL~07/04/2023 09:25~IBZ~07/04/2023 11:50~~
Brussels (Charleroi),Malaga,2023-07-04,16:00:00.000,18:45:00.000,155.27,02:45,0,5,FR 1916,FR~1916~ ~~CRL~07/04/2023 16:00~AGP~07/04/2023 18:45~~
Brussels (Charleroi),Tenerife (South),2023-07-04,07:15:00.000,10:50:00.000,172.41,04:35,0,-1,FR 563,FR~ 563~ ~~CRL~07/04/2023 07:15~TFS~07/04/2023 10:50~~
Brussels (Charleroi),Corfu,2023-07-05,08:05:00.000,11:45:00.000,167.99,02:40,0,1,FR 6251,FR~6251~ ~~CRL~07/05/2023 08:05~CFU~07/05/2023 11:45~~
Brussels (Charleroi),Rhodes,2023-07-05,13:10:00.000,17:45:00.000,185.44,03:35,0,3,FR 8577,FR~8577~ ~~CRL~07/05/2023 13:10~RHO~07/05/2023 17:45~~
Brussels (Charleroi),Naples,2023-07-05,16:35:00.000,18:50:00.000,106.63,02:15,0,-1,FR 1302,FR~1302~ ~~CRL~07/05/2023 16:35~NAP~07/05/2023 18:50~~
Brussels (Charleroi),Palermo,2023-07-05,09:25:00.000,11:55:00.000,183.99,02:30,0,5,FR 6269,FR~6269~ ~~CRL~07/05/2023 09:25~PMO~07/05/2023 11:55~~
Brussels (Charleroi),Faro,2023-07-05,12:25:00.000,14:20:00.000,152.92,02:55,0,-1,FR 2941,FR~2941~ ~~CRL~07/05/2023 12:25~FAO~07/05/2023 14:20~~
Brussels (Charleroi),Faro,2023-07-05,16:20:00.000,18:15:00.000,109.49,02:55,0,2,FR 6312,FR~6312~ ~~CRL~07/05/2023 16:20~FAO~07/05/2023 18:15~~
Brussels (Charleroi),Alicante,2023-07-05,10:00:00.000,12:25:00.000,205.49,02:25,0,-1,FR 3534,FR~3534~ ~~CRL~07/05/2023 10:00~ALC~07/05/2023 12:25~~
Brussels (Charleroi),Alicante,2023-07-05,14:45:00.000,17:10:00.000,145.87,02:25,0,1,FR 9053,FR~9053~ ~~CRL~07/05/2023 14:45~ALC~07/05/2023 17:10~~
Brussels (Charleroi),Alicante,2023-07-05,21:55:00.000,00:20:00.000,148.81,02:25,0,-1,FR 6063,FR~6063~ ~~CRL~07/05/2023 21:55~ALC~07/06/2023 00:20~~
Brussels,Malaga,2023-07-05,10:05:00.000,13:00:00.000,164.7,02:55,0,1,FR 2923,FR~2923~ ~~BRU~07/05/2023 10:05~AGP~07/05/2023 13:00~~
Brussels (Charleroi),Malaga,2023-07-05,06:45:00.000,09:30:00.000,156.79,02:45,0,-1,FR 1916,FR~1916~ ~~CRL~07/05/2023 06:45~AGP~07/05/2023 09:30~~
Brussels (Charleroi),Corfu,2023-07-06,18:20:00.000,22:00:00.000,136.47,02:40,0,-1,FR 6251,FR~6251~ ~~CRL~07/06/2023 18:20~CFU~07/06/2023 22:00~~
Brussels (Charleroi),Naples,2023-07-06,06:25:00.000,08:40:00.000,78.67,02:15,0,5,FR 1302,FR~1302~ ~~CRL~07/06/2023 06:25~NAP~07/06/2023 08:40~~
Brussels (Charleroi),Faro,2023-07-06,11:25:00.000,13:20:00.000,116.69,02:55,0,-1,FR 2941,FR~2941~ ~~CRL~07/06/2023 11:25~FAO~07/06/2023 13:20~~
Brussels (Charleroi),Alicante,2023-07-06,09:00:00.000,11:25:00.000,171.49,02:25,0,-1,FR 9053,FR~9053~ ~~CRL~07/06/2023 09:00~ALC~07/06/2023 11:25~~
Brussels (Charleroi),Alicante,2023-07-06,15:05:00.000,17:30:00.000,152.92,02:25,0,-1,FR 3534,FR~3534~ ~~CRL~07/06/2023 15:05~ALC~07/06/2023 17:30~~
Brussels (Charleroi),Ibiza,2023-07-06,10:20:00.000,12:45:00.000,161.84,02:25,0,-1,FR 6456,FR~6456~ ~~CRL~07/06/2023 10:20~IBZ~07/06/2023 12:45~~
Brussels (Charleroi),Malaga,2023-07-06,17:30:00.000,20:15:00.000,177.79,02:45,0,4,FR 1916,FR~1916~ ~~CRL~07/06/2023 17:30~AGP~07/06/2023 20:15~~
Brussels (Charleroi),Tenerife (South),2023-07-06,20:00:00.000,23:35:00.000,185.99,04:35,0,-1,FR 563,FR~ 563~ ~~CRL~07/06/2023 20:00~TFS~07/06/2023 23:35~~
Brussels (Charleroi),Rhodes,2023-07-07,07:55:00.000,12:30:00.000,247.17,03:35,0,5,FR 8577,FR~8577~ ~~CRL~07/07/2023 07:55~RHO~07/07/2023 12:30~~
Brussels (Charleroi),Brindisi,2023-07-07,07:00:00.000,09:25:00.000,207.55,02:25,0,3,FR 7737,FR~7737~ ~~CRL~07/07/2023 07:00~BDS~07/07/2023 09:25~~
Brussels (Charleroi),Naples,2023-07-07,09:10:00.000,11:25:00.000,111.5,02:15,0,-1,FR 1302,FR~1302~ ~~CRL~07/07/2023 09:10~NAP~07/07/2023 11:25~~
Brussels (Charleroi),Naples,2023-07-07,20:00:00.000,22:15:00.000,82.07,02:15,0,-1,FR 1310,FR~1310~ ~~CRL~07/07/2023 20:00~NAP~07/07/2023 22:15~~
Brussels (Charleroi),Palermo,2023-07-07,16:35:00.000,19:05:00.000,214.99,02:30,0,-1,FR 6269,FR~6269~ ~~CRL~07/07/2023 16:35~PMO~07/07/2023 19:05~~
Brussels (Charleroi),Faro,2023-07-07,07:05:00.000,09:00:00.000,126.24,02:55,0,-1,FR 2941,FR~2941~ ~~CRL~07/07/2023 07:05~FAO~07/07/2023 09:00~~
Brussels (Charleroi),Faro,2023-07-07,17:30:00.000,19:25:00.000,132.54,02:55,0,-1,FR 6312,FR~6312~ ~~CRL~07/07/2023 17:30~FAO~07/07/2023 19:25~~
Brussels (Charleroi),Alicante,2023-07-07,09:45:00.000,12:10:00.000,152.92,02:25,0,1,FR 3534,FR~3534~ ~~CRL~07/07/2023 09:45~ALC~07/07/2023 12:10~~
Brussels (Charleroi),Alicante,2023-07-07,17:20:00.000,19:45:00.000,228.49,02:25,0,-1,FR 9053,FR~9053~ ~~CRL~07/07/2023 17:20~ALC~07/07/2023 19:45~~
Brussels (Charleroi),Ibiza,2023-07-07,16:15:00.000,18:40:00.000,130.53,02:25,0,-1,FR 6456,FR~6456~ ~~CRL~07/07/2023 16:15~IBZ~07/07/2023 18:40~~
Brussels (Charleroi),Malaga,2023-07-07,10:00:00.000,12:45:00.000,203.99,02:45,0,-1,FR 1928,FR~1928~ ~~CRL~07/07/2023 10:00~AGP~07/07/2023 12:45~~
Brussels (Charleroi),Malaga,2023-07-07,20:55:00.000,23:40:00.000,238.39,02:45,0,-1,FR 1916,FR~1916~ ~~CRL~07/07/2023 20:55~AGP~07/07/2023 23:40~~
Brussels (Charleroi),Tenerife (South),2023-07-07,06:30:00.000,10:05:00.000,204.23,04:35,0,3,FR 563,FR~ 563~ ~~CRL~07/07/2023 06:30~TFS~07/07/2023 10:05~~
Brussels (Charleroi),Heraklion Crete,2023-07-08,08:10:00.000,12:35:00.000,358.81,03:25,0,-1,FR 7986,FR~7986~ ~~CRL~07/08/2023 08:10~HER~07/08/2023 12:35~~
Brussels (Charleroi),Naples,2023-07-08,07:45:00.000,10:00:00.000,170.06,02:15,0,3,FR 1302,FR~1302~ ~~CRL~07/08/2023 07:45~NAP~07/08/2023 10:00~~
Brussels (Charleroi),Palermo,2023-07-08,21:30:00.000,23:59:00.000,201.99,02:29,0,-1,FR 6269,FR~6269~ ~~CRL~07/08/2023 21:30~PMO~07/08/2023 23:59~~
Brussels (Charleroi),Faro,2023-07-08,11:05:00.000,13:00:00.000,179.99,02:55,0,-1,FR 2941,FR~2941~ ~~CRL~07/08/2023 11:05~FAO~07/08/2023 13:00~~
Brussels (Charleroi),Alicante,2023-07-08,15:50:00.000,18:15:00.000,270.09,02:25,0,-1,FR 3534,FR~3534~ ~~CRL~07/08/2023 15:50~ALC~07/08/2023 18:15~~
Brussels (Charleroi),Malaga,2023-07-08,13:35:00.000,16:20:00.000,223.99,02:45,0,3,FR 1916,FR~1916~ ~~CRL~07/08/2023 13:35~AGP~07/08/2023 16:20~~
Brussels (Charleroi),Corfu,2023-07-09,17:00:00.000,20:40:00.000,179.99,02:40,0,-1,FR 6251,FR~6251~ ~~CRL~07/09/2023 17:00~CFU~07/09/2023 20:40~~
Brussels (Charleroi),Brindisi,2023-07-09,17:30:00.000,19:55:00.000,165.02,02:25,0,4,FR 7737,FR~7737~ ~~CRL~07/09/2023 17:30~BDS~07/09/2023 19:55~~
Brussels (Charleroi),Naples,2023-07-09,09:45:00.000,12:00:00.000,111.5,02:15,0,3,FR 1302,FR~1302~ ~~CRL~07/09/2023 09:45~NAP~07/09/2023 12:00~~
Brussels (Charleroi),Faro,2023-07-09,16:45:00.000,18:40:00.000,203.99,02:55,0,-1,FR 2941,FR~2941~ ~~CRL~07/09/2023 16:45~FAO~07/09/2023 18:40~~
Brussels (Charleroi),Faro,2023-07-09,19:45:00.000,21:40:00.000,135.29,02:55,0,-1,FR 6312,FR~6312~ ~~CRL~07/09/2023 19:45~FAO~07/09/2023 21:40~~
Brussels (Charleroi),Alicante,2023-07-09,09:55:00.000,12:20:00.000,274.29,02:25,0,-1,FR 3534,FR~3534~ ~~CRL~07/09/2023 09:55~ALC~07/09/2023 12:20~~
Brussels (Charleroi),Alicante,2023-07-09,15:00:00.000,17:25:00.000,205.49,02:25,0,-1,FR 9053,FR~9053~ ~~CRL~07/09/2023 15:00~ALC~07/09/2023 17:25~~
Brussels (Charleroi),Ibiza,2023-07-09,07:30:00.000,09:55:00.000,165.27,02:25,0,1,FR 6456,FR~6456~ ~~CRL~07/09/2023 07:30~IBZ~07/09/2023 09:55~~
Brussels,Malaga,2023-07-09,09:55:00.000,12:50:00.000,233.14,02:55,0,5,FR 2923,FR~2923~ ~~BRU~07/09/2023 09:55~AGP~07/09/2023 12:50~~
Brussels (Charleroi),Malaga,2023-07-09,21:30:00.000,00:15:00.000,134.64,02:45,0,-1,FR 1916,FR~1916~ ~~CRL~07/09/2023 21:30~AGP~07/10/2023 00:15~~
Brussels (Charleroi),Tenerife (South),2023-07-09,12:35:00.000,16:10:00.000,353.49,04:35,0,-1,FR 563,FR~ 563~ ~~CRL~07/09/2023 12:35~TFS~07/09/2023 16:10~~
Brussels (Charleroi),Corfu,2023-07-10,19:20:00.000,23:00:00.000,179.99,02:40,0,-1,FR 6251,FR~6251~ ~~CRL~07/10/2023 19:20~CFU~07/10/2023 23:00~~
Brussels (Charleroi),Rhodes,2023-07-10,12:00:00.000,16:35:00.000,197.36,03:35,0,-1,FR 8577,FR~8577~ ~~CRL~07/10/2023 12:00~RHO~07/10/2023 16:35~~
Brussels (Charleroi),Brindisi,2023-07-10,20:55:00.000,23:20:00.000,154.54,02:25,0,-1,FR 7737,FR~7737~ ~~CRL~07/10/2023 20:55~BDS~07/10/2023 23:20~~
Brussels (Charleroi),Naples,2023-07-10,06:30:00.000,08:45:00.000,139.77,02:15,0,-1,FR 1302,FR~1302~ ~~CRL~07/10/2023 06:30~NAP~07/10/2023 08:45~~
Brussels (Charleroi),Naples,2023-07-10,09:30:00.000,11:45:00.000,142.66,02:15,0,4,FR 1310,FR~1310~ ~~CRL~07/10/2023 09:30~NAP~07/10/2023 11:45~~
Brussels (Charleroi),Palermo,2023-07-10,12:05:00.000,14:35:00.000,210.99,02:30,0,-1,FR 6269,FR~6269~ ~~CRL~07/10/2023 12:05~PMO~07/10/2023 14:35~~
Brussels (Charleroi),Faro,2023-07-10,18:00:00.000,19:55:00.000,171.49,02:55,0,1,FR 2941,FR~2941~ ~~CRL~07/10/2023 18:00~FAO~07/10/2023 19:55~~
Brussels (Charleroi),Alicante,2023-07-10,16:55:00.000,19:20:00.000,197.24,02:25,0,-1,FR 3534,FR~3534~ ~~CRL~07/10/2023 16:55~ALC~07/10/2023 19:20~~
Brussels,Malaga,2023-07-10,17:40:00.000,20:30:00.000,162.53,02:50,0,-1,FR 2923,FR~2923~ ~~BRU~07/10/2023 17:40~AGP~07/10/2023 20:30~~
Brussels (Charleroi),Malaga,2023-07-10,19:20:00.000,22:05:00.000,132.54,02:45,0,1,FR 1916,FR~1916~ ~~CRL~07/10/2023 19:20~AGP~07/10/2023 22:05~~
Brussels (Charleroi),Heraklion Crete,2023-07-11,07:20:00.000,11:45:00.000,256.39,03:25,0,-1,FR 7986,FR~7986~ ~~CRL~07/11/2023 07:20~HER~07/11/2023 11:45~~
Brussels (Charleroi),Brindisi,2023-07-11,17:20:00.000,19:45:00.000,121.87,02:25,0,2,FR 7737,FR~7737~ ~~CRL~07/11/2023 17:20~BDS~07/11/2023 19:45~~
Brussels (Charleroi),Naples,2023-07-11,19:20:00.000,21:35:00.000,91.88,02:15,0,4,FR 1302,FR~1302~ ~~CRL~07/11/2023 19:20~NAP~07/11/2023 21:35~~
Brussels (Charleroi),Palermo,2023-07-11,15:35:00.000,18:05:00.000,170.99,02:30,0,-1,FR 6269,FR~6269~ ~~CRL~07/11/2023 15:35~PMO~07/11/2023 18:05~~
Brussels (Charleroi),Faro,2023-07-11,13:45:00.000,15:40:00.000,136.47,02:55,0,5,FR 2941,FR~2941~ ~~CRL~07/11/2023 13:45~FAO~07/11/2023 15:40~~
Brussels (Charleroi),Faro,2023-07-11,16:45:00.000,18:40:00.000,134.12,02:55,0,-1,FR 6312,FR~6312~ ~~CRL~07/11/2023 16:45~FAO~07/11/2023 18:40~~
Brussels (Charleroi),Alicante,2023-07-11,06:30:00.000,08:55:00.000,165.99,02:25,0,-1,FR 3534,FR~3534~ ~~CRL~07/11/2023 06:30~ALC~07/11/2023 08:55~~
Brussels (Charleroi),Alicante,2023-07-11,12:15:00.000,14:40:00.000,152.92,02:25,0,3,FR 9053,FR~9053~ ~~CRL~07/11/2023 12:15~ALC~07/11/2023 14:40~~
Brussels (Charleroi),Ibiza,2023-07-11,09:25:00.000,11:50:00.000,94.63,02:25,0,4,FR 6456,FR~6456~ ~~CRL~07/11/2023 09:25~IBZ~07/11/2023 11:50~~
Brussels (Charleroi),Malaga,2023-07-11,16:00:00.000,18:45:00.000,152.92,02:45,0,-1,FR 1916,FR~1916~ ~~CRL~07/11/2023 16:00~AGP~07/11/2023 18:45~~
Brussels (Charleroi),Tenerife (South),2023-07-11,07:15:00.000,10:50:00.000,204.23,04:35,0,4,FR 563,FR~ 563~ ~~CRL~07/11/2023 07:15~TFS~07/11/2023 10:50~~
Brussels (Charleroi),Corfu,2023-07-12,08:05:00.000,11:45:00.000,154.09,02:40,0,3,FR 6251,FR~6251~ ~~CRL~07/12/2023 08:05~CFU~07/12/2023 11:45~~
Brussels (Charleroi),Rhodes,2023-07-12,13:10:00.000,17:45:00.000,185.44,03:35,0,2,FR 8577,FR~8577~ ~~CRL~07/12/2023 13:10~RHO~07/12/2023 17:45~~
Brussels (Charleroi),Naples,2023-07-12,16:35:00.000,18:50:00.000,97.34,02:15,0,-1,FR 1302,FR~1302~ ~~CRL~07/12/2023 16:35~NAP~07/12/2023 18:50~~
Brussels (Charleroi),Palermo,2023-07-12,09:25:00.000,11:55:00.000,194.99,02:30,0,2,FR 6269,FR~6269~ ~~CRL~07/12/2023 09:25~PMO~07/12/2023 11:55~~
Brussels (Charleroi),Faro,2023-07-12,12:25:00.000,14:20:00.000,109.49,02:55,0,-1,FR 2941,FR~2941~ ~~CRL~07/12/2023 12:25~FAO~07/12/2023 14:20~~
Brussels (Charleroi),Faro,2023-07-12,16:20:00.000,18:15:00.000,101.39,02:55,0,-1,FR 6312,FR~6312~ ~~CRL~07/12/2023 16:20~FAO~07/12/2023 18:15~~
Brussels (Charleroi),Alicante,2023-07-12,10:00:00.000,12:25:00.000,148.81,02:25,0,-1,FR 3534,FR~3534~ ~~CRL~07/12/2023 10:00~ALC~07/12/2023 12:25~~
Brussels (Charleroi),Alicante,2023-07-12,14:45:00.000,17:10:00.000,136.47,02:25,0,-1,FR 9053,FR~9053~ ~~CRL~07/12/2023 14:45~ALC~07/12/2023 17:10~~
Brussels (Charleroi),Alicante,2023-07-12,21:55:00.000,00:20:00.000,115.79,02:25,0,-1,FR 6063,FR~6063~ ~~CRL~07/12/2023 21:55~ALC~07/13/2023 00:20~~
Brussels,Malaga,2023-07-12,10:05:00.000,13:00:00.000,161.33,02:55,0,-1,FR 2923,FR~2923~ ~~BRU~07/12/2023 10:05~AGP~07/12/2023 13:00~~
Brussels (Charleroi),Malaga,2023-07-12,06:45:00.000,09:30:00.000,136.47,02:45,0,-1,FR 1916,FR~1916~ ~~CRL~07/12/2023 06:45~AGP~07/12/2023 09:30~~
Brussels (Charleroi),Corfu,2023-07-13,18:20:00.000,22:00:00.000,134.64,02:40,0,1,FR 6251,FR~6251~ ~~CRL~07/13/2023 18:20~CFU~07/13/2023 22:00~~
Brussels (Charleroi),Naples,2023-07-13,06:25:00.000,08:40:00.000,97.34,02:15,0,-1,FR 1302,FR~1302~ ~~CRL~07/13/2023 06:25~NAP~07/13/2023 08:40~~
Brussels (Charleroi),Faro,2023-07-13,11:25:00.000,13:20:00.000,156.79,02:55,0,3,FR 2941,FR~2941~ ~~CRL~07/13/2023 11:25~FAO~07/13/2023 13:20~~
Brussels (Charleroi),Alicante,2023-07-13,09:00:00.000,11:25:00.000,136.47,02:25,0,5,FR 9053,FR~9053~ ~~CRL~07/13/2023 09:00~ALC~07/13/2023 11:25~~
Brussels (Charleroi),Alicante,2023-07-13,15:05:00.000,17:30:00.000,134.64,02:25,0,2,FR 3534,FR~3534~ ~~CRL~07/13/2023 15:05~ALC~07/13/2023 17:30~~
Brussels (Charleroi),Ibiza,2023-07-13,10:20:00.000,12:45:00.000,110.84,02:25,0,2,FR 6456,FR~6456~ ~~CRL~07/13/2023 10:20~IBZ~07/13/2023 12:45~~
Brussels (Charleroi),Malaga,2023-07-13,17:30:00.000,20:15:00.000,177.79,02:45,0,1,FR 1916,FR~1916~ ~~CRL~07/13/2023 17:30~AGP~07/13/2023 20:15~~
