Luchthaven,Bestemming,Datum,Vertrektijdstip,Aankomsttijdstip,prijs,duur,aantalStops,vrijePlaatsen,VluchtNr,Flightkey
Brussels (Charleroi),Tenerife (South),2023-07-13,20:00:00.000,23:35:00.000,203.89,04:35,0,1,FR 563,FR~ 563~ ~~CRL~07/13/2023 20:00~TFS~07/13/2023 23:35~~
Brussels (Charleroi),Rhodes,2023-07-14,07:55:00.000,12:30:00.000,196.63,03:35,0,-1,FR 8577,FR~8577~ ~~CRL~07/14/2023 07:55~RHO~07/14/2023 12:30~~
Brussels (Charleroi),Brindisi,2023-07-14,07:00:00.000,09:25:00.000,303.41,02:25,0,-1,FR 7737,FR~7737~ ~~CRL~07/14/2023 07:00~BDS~07/14/2023 09:25~~
Brussels (Charleroi),Naples,2023-07-14,09:10:00.000,11:25:00.000,96.2,02:15,0,-1,FR 1302,FR~1302~ ~~CRL~07/14/2023 09:10~NAP~07/14/2023 11:25~~
Brussels (Charleroi),Naples,2023-07-14,20:00:00.000,22:15:00.000,78.67,02:15,0,-1,FR 1310,FR~1310~ ~~CRL~07/14/2023 20:00~NAP~07/14/2023 22:15~~
Brussels (Charleroi),Palermo,2023-07-14,16:35:00.000,19:05:00.000,162.99,02:30,0,4,FR 6269,FR~6269~ ~~CRL~07/14/2023 16:35~PMO~07/14/2023 19:05~~
Brussels (Charleroi),Faro,2023-07-14,07:05:00.000,09:00:00.000,171.49,02:55,0,3,FR 2941,FR~2941~ ~~CRL~07/14/2023 07:05~FAO~07/14/2023 09:00~~
Brussels (Charleroi),Faro,2023-07-14,17:30:00.000,19:25:00.000,155.27,02:55,0,-1,FR 6312,FR~6312~ ~~CRL~07/14/2023 17:30~FAO~07/14/2023 19:25~~
Brussels (Charleroi),Alicante,2023-07-14,09:45:00.000,12:10:00.000,179.19,02:25,0,1,FR 3534,FR~3534~ ~~CRL~07/14/2023 09:45~ALC~07/14/2023 12:10~~
Brussels (Charleroi),Alicante,2023-07-14,17:20:00.000,19:45:00.000,167.99,02:25,0,-1,FR 9053,FR~9053~ ~~CRL~07/14/2023 17:20~ALC~07/14/2023 19:45~~
Brussels (Charleroi),Ibiza,2023-07-14,16:15:00.000,18:40:00.000,95.57,02:25,0,-1,FR 6456,FR~6456~ ~~CRL~07/14/2023 16:15~IBZ~07/14/2023 18:40~~
Brussels (Charleroi),Malaga,2023-07-14,10:00:00.000,12:45:00.000,171.49,02:45,0,1,FR 1928,FR~1928~ ~~CRL~07/14/2023 10:00~AGP~07/14/2023 12:45~~
Brussels (Charleroi),Malaga,2023-07-14,20:55:00.000,23:40:00.000,155.27,02:45,0,3,FR 1916,FR~1916~ ~~CRL~07/14/2023 20:55~AGP~07/14/2023 23:40~~
Brussels (Charleroi),Tenerife (South),2023-07-14,06:30:00.000,10:05:00.000,231.43,04:35,0,5,FR 563,FR~ 563~ ~~CRL~07/14/2023 06:30~TFS~07/14/2023 10:05~~
Brussels (Charleroi),Heraklion Crete,2023-07-15,08:10:00.000,12:35:00.000,303.63,03:25,0,-1,FR 7986,FR~7986~ ~~CRL~07/15/2023 08:10~HER~07/15/2023 12:35~~
Brussels (Charleroi),Naples,2023-07-15,07:45:00.000,10:00:00.000,172.43,02:15,0,-1,FR 1302,FR~1302~ ~~CRL~07/15/2023 07:45~NAP~07/15/2023 10:00~~
Brussels (Charleroi),Palermo,2023-07-15,21:30:00.000,23:59:00.000,165.99,02:29,0,2,FR 6269,FR~6269~ ~~CRL~07/15/2023 21:30~PMO~07/15/2023 23:59~~
Brussels (Charleroi),Faro,2023-07-15,11:05:00.000,13:00:00.000,325.22,02:55,0,5,FR 2941,FR~2941~ ~~CRL~07/15/2023 11:05~FAO~07/15/2023 13:00~~
Brussels (Charleroi),Alicante,2023-07-15,15:50:00.000,18:15:00.000,229.49,02:25,0,-1,FR 3534,FR~3534~ ~~CRL~07/15/2023 15:50~ALC~07/15/2023 18:15~~
Brussels (Charleroi),Malaga,2023-07-15,13:35:00.000,16:20:00.000,258.49,02:45,0,5,FR 1916,FR~1916~ ~~CRL~07/15/2023 13:35~AGP~07/15/2023 16:20~~
Brussels (Charleroi),Corfu,2023-07-16,17:00:00.000,20:40:00.000,135.29,02:40,0,2,FR 6251,FR~6251~ ~~CRL~07/16/2023 17:00~CFU~07/16/2023 20:40~~
Brussels (Charleroi),Brindisi,2023-07-16,17:30:00.000,19:55:00.000,217.81,02:25,0,2,FR 7737,FR~7737~ ~~CRL~07/16/2023 17:30~BDS~07/16/2023 19:55~~
Brussels (Charleroi),Naples,2023-07-16,09:45:00.000,12:00:00.000,111.5,02:15,0,-1,FR 1302,FR~1302~ ~~CRL~07/16/2023 09:45~NAP~07/16/2023 12:00~~
Brussels (Charleroi),Faro,2023-07-16,16:45:00.000,18:40:00.000,179.19,02:55,0,3,FR 2941,FR~2941~ ~~CRL~07/16/2023 16:45~FAO~07/16/2023 18:40~~
Brussels (Charleroi),Faro,2023-07-16,19:45:00.000,21:40:00.000,156.79,02:55,0,-1,FR 6312,FR~6312~ ~~CRL~07/16/2023 19:45~FAO~07/16/2023 21:40~~
Brussels (Charleroi),Alicante,2023-07-16,09:55:00.000,12:20:00.000,203.99,02:25,0,1,FR 3534,FR~3534~ ~~CRL~07/16/2023 09:55~ALC~07/16/2023 12:20~~
Brussels (Charleroi),Alicante,2023-07-16,15:00:00.000,17:25:00.000,205.49,02:25,0,2,FR 9053,FR~9053~ ~~CRL~07/16/2023 15:00~ALC~07/16/2023 17:25~~
Brussels (Charleroi),Ibiza,2023-07-16,07:30:00.000,09:55:00.000,198.1,02:25,0,5,FR 6456,FR~6456~ ~~CRL~07/16/2023 07:30~IBZ~07/16/2023 09:55~~
Brussels,Malaga,2023-07-16,09:55:00.000,12:50:00.000,213.35,02:55,0,-1,FR 2923,FR~2923~ ~~BRU~07/16/2023 09:55~AGP~07/16/2023 12:50~~
Brussels (Charleroi),Malaga,2023-07-16,21:30:00.000,00:15:00.000,154.09,02:45,0,-1,FR 1916,FR~1916~ ~~CRL~07/16/2023 21:30~AGP~07/17/2023 00:15~~
Brussels (Charleroi),Tenerife (South),2023-07-16,12:35:00.000,16:10:00.000,287.09,04:35,0,3,FR 563,FR~ 563~ ~~CRL~07/16/2023 12:35~TFS~07/16/2023 16:10~~
Brussels (Charleroi),Corfu,2023-07-17,19:20:00.000,23:00:00.000,152.92,02:40,0,-1,FR 6251,FR~6251~ ~~CRL~07/17/2023 19:20~CFU~07/17/2023 23:00~~
Brussels (Charleroi),Rhodes,2023-07-17,12:00:00.000,16:35:00.000,222.07,03:35,0,1,FR 8577,FR~8577~ ~~CRL~07/17/2023 12:00~RHO~07/17/2023 16:35~~
Brussels (Charleroi),Brindisi,2023-07-17,20:55:00.000,23:20:00.000,124.65,02:25,0,5,FR 7737,FR~7737~ ~~CRL~07/17/2023 20:55~BDS~07/17/2023 23:20~~
Brussels (Charleroi),Naples,2023-07-17,06:30:00.000,08:45:00.000,139.77,02:15,0,-1,FR 1302,FR~1302~ ~~CRL~07/17/2023 06:30~NAP~07/17/2023 08:45~~
Brussels (Charleroi),Naples,2023-07-17,09:30:00.000,11:45:00.000,123.72,02:15,0,2,FR 1310,FR~1310~ ~~CRL~07/17/2023 09:30~NAP~07/17/2023 11:45~~
Brussels (Charleroi),Palermo,2023-07-17,12:05:00.000,14:35:00.000,197.99,02:30,0,-1,FR 6269,FR~6269~ ~~CRL~07/17/2023 12:05~PMO~07/17/2023 14:35~~
Brussels (Charleroi),Faro,2023-07-17,18:00:00.000,19:55:00.000,179.99,02:55,0,4,FR 2941,FR~2941~ ~~CRL~07/17/2023 18:00~FAO~07/17/2023 19:55~~
Brussels (Charleroi),Alicante,2023-07-17,16:55:00.000,19:20:00.000,223.99,02:25,0,-1,FR 3534,FR~3534~ ~~CRL~07/17/2023 16:55~ALC~07/17/2023 19:20~~
Brussels,Malaga,2023-07-17,17:40:00.000,20:30:00.000,164.7,02:50,0,2,FR 2923,FR~2923~ ~~BRU~07/17/2023 17:40~AGP~07/17/2023 20:30~~
Brussels (Charleroi),Malaga,2023-07-17,19:20:00.000,22:05:00.000,145.87,02:45,0,2,FR 1916,FR~1916~ ~~CRL~07/17/2023 19:20~AGP~07/17/2023 22:05~~
Brussels (Charleroi),Heraklion Crete,2023-07-18,07:20:00.000,11:45:00.000,205.51,03:25,0,-1,FR 7986,FR~7986~ ~~CRL~07/18/2023 07:20~HER~07/18/2023 11:45~~
Brussels (Charleroi),Brindisi,2023-07-18,17:20:00.000,19:45:00.000,157.82,02:25,0,5,FR 7737,FR~7737~ ~~CRL~07/18/2023 17:20~BDS~07/18/2023 19:45~~
Brussels (Charleroi),Naples,2023-07-18,19:20:00.000,21:35:00.000,82.07,02:15,0,2,FR 1302,FR~1302~ ~~CRL~07/18/2023 19:20~NAP~07/18/2023 21:35~~
Brussels (Charleroi),Palermo,2023-07-18,15:35:00.000,18:05:00.000,188.99,02:30,0,-1,FR 6269,FR~6269~ ~~CRL~07/18/2023 15:35~PMO~07/18/2023 18:05~~
Brussels (Charleroi),Faro,2023-07-18,13:45:00.000,15:40:00.000,135.29,02:55,0,-1,FR 2941,FR~2941~ ~~CRL~07/18/2023 13:45~FAO~07/18/2023 15:40~~
Brussels (Charleroi),Faro,2023-07-18,16:45:00.000,18:40:00.000,155.27,02:55,0,3,FR 6312,FR~6312~ ~~CRL~07/18/2023 16:45~FAO~07/18/2023 18:40~~
Brussels (Charleroi),Alicante,2023-07-18,06:30:00.000,08:55:00.000,177.79,02:25,0,-1,FR 3534,FR~3534~ ~~CRL~07/18/2023 06:30~ALC~07/18/2023 08:55~~
Brussels (Charleroi),Alicante,2023-07-18,12:15:00.000,14:40:00.000,193.49,02:25,0,-1,FR 9053,FR~9053~ ~~CRL~07/18/2023 12:15~ALC~07/18/2023 14:40~~
Brussels (Charleroi),Ibiza,2023-07-18,09:25:00.000,11:50:00.000,129.37,02:25,0,-1,FR 6456,FR~6456~ ~~CRL~07/18/2023 09:25~IBZ~07/18/2023 11:50~~
Brussels (Charleroi),Malaga,2023-07-18,16:00:00.000,18:45:00.000,136.47,02:45,0,3,FR 1916,FR~1916~ ~~CRL~07/18/2023 16:00~AGP~07/18/2023 18:45~~
Brussels (Charleroi),Tenerife (South),2023-07-18,07:15:00.000,10:50:00.000,236.23,04:35,0,-1,FR 563,FR~ 563~ ~~CRL~07/18/2023 07:15~TFS~07/18/2023 10:50~~
Brussels (Charleroi),Corfu,2023-07-19,08:05:00.000,11:45:00.000,238.39,02:40,0,4,FR 6251,FR~6251~ ~~CRL~07/19/2023 08:05~CFU~07/19/2023 11:45~~
Brussels (Charleroi),Rhodes,2023-07-19,13:10:00.000,17:45:00.000,255.67,03:35,0,-1,FR 8577,FR~8577~ ~~CRL~07/19/2023 13:10~RHO~07/19/2023 17:45~~
Brussels (Charleroi),Naples,2023-07-19,16:35:00.000,18:50:00.000,104.42,02:15,0,-1,FR 1302,FR~1302~ ~~CRL~07/19/2023 16:35~NAP~07/19/2023 18:50~~
Brussels (Charleroi),Palermo,2023-07-19,09:25:00.000,11:55:00.000,194.99,02:30,0,3,FR 6269,FR~6269~ ~~CRL~07/19/2023 09:25~PMO~07/19/2023 11:55~~
Brussels (Charleroi),Faro,2023-07-19,12:25:00.000,14:20:00.000,203.99,02:55,0,-1,FR 2941,FR~2941~ ~~CRL~07/19/2023 12:25~FAO~07/19/2023 14:20~~
Brussels (Charleroi),Faro,2023-07-19,16:20:00.000,18:15:00.000,171.49,02:55,0,-1,FR 6312,FR~6312~ ~~CRL~07/19/2023 16:20~FAO~07/19/2023 18:15~~
Brussels (Charleroi),Alicante,2023-07-19,10:00:00.000,12:25:00.000,177.79,02:25,0,-1,FR 3534,FR~3534~ ~~CRL~07/19/2023 10:00~ALC~07/19/2023 12:25~~
Brussels (Charleroi),Alicante,2023-07-19,14:45:00.000,17:10:00.000,155.39,02:25,0,2,FR 9053,FR~9053~ ~~CRL~07/19/2023 14:45~ALC~07/19/2023 17:10~~
Brussels (Charleroi),Alicante,2023-07-19,21:55:00.000,00:20:00.000,134.12,02:25,0,-1,FR 6063,FR~6063~ ~~CRL~07/19/2023 21:55~ALC~07/20/2023 00:20~~
Brussels,Malaga,2023-07-19,10:05:00.000,13:00:00.000,168.99,02:55,0,3,FR 2923,FR~2923~ ~~BRU~07/19/2023 10:05~AGP~07/19/2023 13:00~~
Brussels (Charleroi),Malaga,2023-07-19,06:45:00.000,09:30:00.000,134.64,02:45,0,4,FR 1916,FR~1916~ ~~CRL~07/19/2023 06:45~AGP~07/19/2023 09:30~~
Brussels (Charleroi),Corfu,2023-07-20,18:20:00.000,22:00:00.000,167.99,02:40,0,-1,FR 6251,FR~6251~ ~~CRL~07/20/2023 18:20~CFU~07/20/2023 22:00~~
Brussels (Charleroi),Naples,2023-07-20,06:25:00.000,08:40:00.000,128.36,02:15,0,4,FR 1302,FR~1302~ ~~CRL~07/20/2023 06:25~NAP~07/20/2023 08:40~~
Brussels (Charleroi),Faro,2023-07-20,11:25:00.000,13:20:00.000,167.99,02:55,0,1,FR 2941,FR~2941~ ~~CRL~07/20/2023 11:25~FAO~07/20/2023 13:20~~
Brussels (Charleroi),Alicante,2023-07-20,09:00:00.000,11:25:00.000,156.79,02:25,0,1,FR 9053,FR~9053~ ~~CRL~07/20/2023 09:00~ALC~07/20/2023 11:25~~
Brussels (Charleroi),Alicante,2023-07-20,15:05:00.000,17:30:00.000,145.87,02:25,0,-1,FR 3534,FR~3534~ ~~CRL~07/20/2023 15:05~ALC~07/20/2023 17:30~~
Brussels (Charleroi),Ibiza,2023-07-20,10:20:00.000,12:45:00.000,69.11,02:25,0,-1,FR 6456,FR~6456~ ~~CRL~07/20/2023 10:20~IBZ~07/20/2023 12:45~~
Brussels (Charleroi),Malaga,2023-07-20,17:30:00.000,20:15:00.000,134.12,02:45,0,-1,FR 1916,FR~1916~ ~~CRL~07/20/2023 17:30~AGP~07/20/2023 20:15~~
Brussels (Charleroi),Tenerife (South),2023-07-20,20:00:00.000,23:35:00.000,224.14,04:35,0,3,FR 563,FR~ 563~ ~~CRL~07/20/2023 20:00~TFS~07/20/2023 23:35~~
Brussels (Charleroi),Rhodes,2023-07-21,07:55:00.000,12:30:00.000,151.29,03:35,0,-1,FR 8577,FR~8577~ ~~CRL~07/21/2023 07:55~RHO~07/21/2023 12:30~~
Brussels (Charleroi),Brindisi,2023-07-21,07:00:00.000,09:25:00.000,305.78,02:25,0,-1,FR 7737,FR~7737~ ~~CRL~07/21/2023 07:00~BDS~07/21/2023 09:25~~
Brussels (Charleroi),Naples,2023-07-21,09:10:00.000,11:25:00.000,149.01,02:15,0,-1,FR 1302,FR~1302~ ~~CRL~07/21/2023 09:10~NAP~07/21/2023 11:25~~
Brussels (Charleroi),Naples,2023-07-21,20:00:00.000,22:15:00.000,72.05,02:15,0,-1,FR 1310,FR~1310~ ~~CRL~07/21/2023 20:00~NAP~07/21/2023 22:15~~
Brussels (Charleroi),Palermo,2023-07-21,16:35:00.000,19:05:00.000,176.99,02:30,0,-1,FR 6269,FR~6269~ ~~CRL~07/21/2023 16:35~PMO~07/21/2023 19:05~~
Brussels (Charleroi),Faro,2023-07-21,07:05:00.000,09:00:00.000,205.49,02:55,0,3,FR 2941,FR~2941~ ~~CRL~07/21/2023 07:05~FAO~07/21/2023 09:00~~
Brussels (Charleroi),Faro,2023-07-21,17:30:00.000,19:25:00.000,176.4,02:55,0,-1,FR 6312,FR~6312~ ~~CRL~07/21/2023 17:30~FAO~07/21/2023 19:25~~
Brussels (Charleroi),Alicante,2023-07-21,09:45:00.000,12:10:00.000,181.49,02:25,0,-1,FR 3534,FR~3534~ ~~CRL~07/21/2023 09:45~ALC~07/21/2023 12:10~~
Brussels (Charleroi),Alicante,2023-07-21,17:20:00.000,19:45:00.000,193.49,02:25,0,-1,FR 9053,FR~9053~ ~~CRL~07/21/2023 17:20~ALC~07/21/2023 19:45~~
Brussels (Charleroi),Ibiza,2023-07-21,16:15:00.000,18:40:00.000,71.32,02:25,0,-1,FR 6456,FR~6456~ ~~CRL~07/21/2023 16:15~IBZ~07/21/2023 18:40~~
Brussels (Charleroi),Malaga,2023-07-21,10:00:00.000,12:45:00.000,205.99,02:45,0,-1,FR 1928,FR~1928~ ~~CRL~07/21/2023 10:00~AGP~07/21/2023 12:45~~
Brussels (Charleroi),Malaga,2023-07-21,20:55:00.000,23:40:00.000,136.47,02:45,0,2,FR 1916,FR~1916~ ~~CRL~07/21/2023 20:55~AGP~07/21/2023 23:40~~
Brussels (Charleroi),Tenerife (South),2023-07-21,06:30:00.000,10:05:00.000,207.14,04:35,0,-1,FR 563,FR~ 563~ ~~CRL~07/21/2023 06:30~TFS~07/21/2023 10:05~~
Brussels (Charleroi),Heraklion Crete,2023-07-22,08:10:00.000,12:35:00.000,264.11,03:25,0,3,FR 7986,FR~7986~ ~~CRL~07/22/2023 08:10~HER~07/22/2023 12:35~~
Brussels (Charleroi),Naples,2023-07-22,07:45:00.000,10:00:00.000,122.14,02:15,0,3,FR 1302,FR~1302~ ~~CRL~07/22/2023 07:45~NAP~07/22/2023 10:00~~
Brussels (Charleroi),Palermo,2023-07-22,21:30:00.000,23:59:00.000,148.99,02:29,0,-1,FR 6269,FR~6269~ ~~CRL~07/22/2023 21:30~PMO~07/22/2023 23:59~~
Brussels (Charleroi),Faro,2023-07-22,11:05:00.000,13:00:00.000,208.79,02:55,0,-1,FR 2941,FR~2941~ ~~CRL~07/22/2023 11:05~FAO~07/22/2023 13:00~~
Brussels (Charleroi),Alicante,2023-07-22,15:50:00.000,18:15:00.000,172.49,02:25,0,4,FR 3534,FR~3534~ ~~CRL~07/22/2023 15:50~ALC~07/22/2023 18:15~~
Brussels (Charleroi),Malaga,2023-07-22,13:35:00.000,16:20:00.000,137.47,02:45,0,-1,FR 1916,FR~1916~ ~~CRL~07/22/2023 13:35~AGP~07/22/2023 16:20~~
Brussels (Charleroi),Corfu,2023-07-23,17:00:00.000,20:40:00.000,179.19,02:40,0,2,FR 6251,FR~6251~ ~~CRL~07/23/2023 17:00~CFU~07/23/2023 20:40~~
Brussels (Charleroi),Brindisi,2023-07-23,17:30:00.000,19:55:00.000,182.57,02:25,0,-1,FR 7737,FR~7737~ ~~CRL~07/23/2023 17:30~BDS~07/23/2023 19:55~~
Brussels (Charleroi),Naples,2023-07-23,09:45:00.000,12:00:00.000,149.01,02:15,0,5,FR 1302,FR~1302~ ~~CRL~07/23/2023 09:45~NAP~07/23/2023 12:00~~
Brussels (Charleroi),Faro,2023-07-23,16:45:00.000,18:40:00.000,145.87,02:55,0,2,FR 2941,FR~2941~ ~~CRL~07/23/2023 16:45~FAO~07/23/2023 18:40~~
Brussels (Charleroi),Faro,2023-07-23,19:45:00.000,21:40:00.000,145.24,02:55,0,4,FR 6312,FR~6312~ ~~CRL~07/23/2023 19:45~FAO~07/23/2023 21:40~~
Brussels (Charleroi),Alicante,2023-07-23,09:55:00.000,12:20:00.000,185.99,02:25,0,5,FR 3534,FR~3534~ ~~CRL~07/23/2023 09:55~ALC~07/23/2023 12:20~~
Brussels (Charleroi),Alicante,2023-07-23,15:00:00.000,17:25:00.000,171.49,02:25,0,-1,FR 9053,FR~9053~ ~~CRL~07/23/2023 15:00~ALC~07/23/2023 17:25~~
Brussels (Charleroi),Ibiza,2023-07-23,07:30:00.000,09:55:00.000,67.64,02:25,0,-1,FR 6456,FR~6456~ ~~CRL~07/23/2023 07:30~IBZ~07/23/2023 09:55~~
Brussels,Malaga,2023-07-23,09:55:00.000,12:50:00.000,142.21,02:55,0,-1,FR 2923,FR~2923~ ~~BRU~07/23/2023 09:55~AGP~07/23/2023 12:50~~
Brussels (Charleroi),Malaga,2023-07-23,21:30:00.000,00:15:00.000,155.39,02:45,0,-1,FR 1916,FR~1916~ ~~CRL~07/23/2023 21:30~AGP~07/24/2023 00:15~~
Brussels (Charleroi),Tenerife (South),2023-07-23,12:35:00.000,16:10:00.000,316.24,04:35,0,-1,FR 563,FR~ 563~ ~~CRL~07/23/2023 12:35~TFS~07/23/2023 16:10~~
Brussels (Charleroi),Corfu,2023-07-24,19:20:00.000,23:00:00.000,134.12,02:40,0,5,FR 6251,FR~6251~ ~~CRL~07/24/2023 19:20~CFU~07/24/2023 23:00~~
Brussels (Charleroi),Rhodes,2023-07-24,12:00:00.000,16:35:00.000,173.52,03:35,0,-1,FR 8577,FR~8577~ ~~CRL~07/24/2023 12:00~RHO~07/24/2023 16:35~~
Brussels (Charleroi),Brindisi,2023-07-24,20:55:00.000,23:20:00.000,106.03,02:25,0,-1,FR 7737,FR~7737~ ~~CRL~07/24/2023 20:55~BDS~07/24/2023 23:20~~
Brussels (Charleroi),Naples,2023-07-24,06:30:00.000,08:45:00.000,129.38,02:15,0,3,FR 1302,FR~1302~ ~~CRL~07/24/2023 06:30~NAP~07/24/2023 08:45~~
Brussels (Charleroi),Naples,2023-07-24,09:30:00.000,11:45:00.000,133.99,02:15,0,-1,FR 1310,FR~1310~ ~~CRL~07/24/2023 09:30~NAP~07/24/2023 11:45~~
Brussels (Charleroi),Palermo,2023-07-24,12:05:00.000,14:35:00.000,146.99,02:30,0,-1,FR 6269,FR~6269~ ~~CRL~07/24/2023 12:05~PMO~07/24/2023 14:35~~
Brussels (Charleroi),Faro,2023-07-24,18:00:00.000,19:55:00.000,154.09,02:55,0,-1,FR 2941,FR~2941~ ~~CRL~07/24/2023 18:00~FAO~07/24/2023 19:55~~
Brussels (Charleroi),Alicante,2023-07-24,16:55:00.000,19:20:00.000,205.49,02:25,0,-1,FR 3534,FR~3534~ ~~CRL~07/24/2023 16:55~ALC~07/24/2023 19:20~~
Brussels,Malaga,2023-07-24,17:40:00.000,20:30:00.000,141.02,02:50,0,-1,FR 2923,FR~2923~ ~~BRU~07/24/2023 17:40~AGP~07/24/2023 20:30~~
Brussels (Charleroi),Malaga,2023-07-24,19:20:00.000,22:05:00.000,156.79,02:45,0,-1,FR 1916,FR~1916~ ~~CRL~07/24/2023 19:20~AGP~07/24/2023 22:05~~
Brussels (Charleroi),Heraklion Crete,2023-07-25,07:20:00.000,11:45:00.000,156.72,03:25,0,-1,FR 7986,FR~7986~ ~~CRL~07/25/2023 07:20~HER~07/25/2023 11:45~~
Brussels (Charleroi),Brindisi,2023-07-25,17:20:00.000,19:45:00.000,120.88,02:25,0,2,FR 7737,FR~7737~ ~~CRL~07/25/2023 17:20~BDS~07/25/2023 19:45~~
Brussels (Charleroi),Naples,2023-07-25,19:20:00.000,21:35:00.000,70.13,02:15,0,-1,FR 1302,FR~1302~ ~~CRL~07/25/2023 19:20~NAP~07/25/2023 21:35~~
Brussels (Charleroi),Palermo,2023-07-25,15:35:00.000,18:05:00.000,155.99,02:30,0,4,FR 6269,FR~6269~ ~~CRL~07/25/2023 15:35~PMO~07/25/2023 18:05~~
Brussels (Charleroi),Faro,2023-07-25,13:45:00.000,15:40:00.000,128.87,02:55,0,1,FR 2941,FR~2941~ ~~CRL~07/25/2023 13:45~FAO~07/25/2023 15:40~~
Brussels (Charleroi),Faro,2023-07-25,16:45:00.000,18:40:00.000,115.79,02:55,0,1,FR 6312,FR~6312~ ~~CRL~07/25/2023 16:45~FAO~07/25/2023 18:40~~
Brussels (Charleroi),Alicante,2023-07-25,06:30:00.000,08:55:00.000,171.49,02:25,0,-1,FR 3534,FR~3534~ ~~CRL~07/25/2023 06:30~ALC~07/25/2023 08:55~~
Brussels (Charleroi),Alicante,2023-07-25,12:15:00.000,14:40:00.000,116.79,02:25,0,-1,FR 9053,FR~9053~ ~~CRL~07/25/2023 12:15~ALC~07/25/2023 14:40~~
Brussels (Charleroi),Ibiza,2023-07-25,09:25:00.000,11:50:00.000,170.06,02:25,0,-1,FR 6456,FR~6456~ ~~CRL~07/25/2023 09:25~IBZ~07/25/2023 11:50~~
Brussels (Charleroi),Malaga,2023-07-25,16:00:00.000,18:45:00.000,148.81,02:45,0,1,FR 1916,FR~1916~ ~~CRL~07/25/2023 16:00~AGP~07/25/2023 18:45~~
Brussels (Charleroi),Tenerife (South),2023-07-25,07:15:00.000,10:50:00.000,205.51,04:35,0,-1,FR 563,FR~ 563~ ~~CRL~07/25/2023 07:15~TFS~07/25/2023 10:50~~
Brussels (Charleroi),Corfu,2023-07-26,08:05:00.000,11:45:00.000,153.92,02:40,0,-1,FR 6251,FR~6251~ ~~CRL~07/26/2023 08:05~CFU~07/26/2023 11:45~~
Brussels (Charleroi),Rhodes,2023-07-26,13:10:00.000,17:45:00.000,148.2,03:35,0,1,FR 8577,FR~8577~ ~~CRL~07/26/2023 13:10~RHO~07/26/2023 17:45~~
Brussels (Charleroi),Naples,2023-07-26,16:35:00.000,18:50:00.000,71.13,02:15,0,-1,FR 1302,FR~1302~ ~~CRL~07/26/2023 16:35~NAP~07/26/2023 18:50~~
Brussels (Charleroi),Palermo,2023-07-26,09:25:00.000,11:55:00.000,150.99,02:30,0,2,FR 6269,FR~6269~ ~~CRL~07/26/2023 09:25~PMO~07/26/2023 11:55~~
Brussels (Charleroi),Faro,2023-07-26,12:25:00.000,14:20:00.000,149.81,02:55,0,2,FR 2941,FR~2941~ ~~CRL~07/26/2023 12:25~FAO~07/26/2023 14:20~~
Brussels (Charleroi),Faro,2023-07-26,16:20:00.000,18:15:00.000,73.99,02:55,0,-1,FR 6312,FR~6312~ ~~CRL~07/26/2023 16:20~FAO~07/26/2023 18:15~~
Brussels (Charleroi),Alicante,2023-07-26,10:00:00.000,12:25:00.000,129.87,02:25,0,2,FR 3534,FR~3534~ ~~CRL~07/26/2023 10:00~ALC~07/26/2023 12:25~~
Brussels (Charleroi),Alicante,2023-07-26,14:45:00.000,17:10:00.000,102.39,02:25,0,1,FR 9053,FR~9053~ ~~CRL~07/26/2023 14:45~ALC~07/26/2023 17:10~~
Brussels (Charleroi),Alicante,2023-07-26,21:55:00.000,00:20:00.000,102.39,02:25,0,-1,FR 6063,FR~6063~ ~~CRL~07/26/2023 21:55~ALC~07/27/2023 00:20~~
Brussels,Malaga,2023-07-26,10:05:00.000,13:00:00.000,156.96,02:55,0,-1,FR 2923,FR~2923~ ~~BRU~07/26/2023 10:05~AGP~07/26/2023 13:00~~
Brussels (Charleroi),Malaga,2023-07-26,06:45:00.000,09:30:00.000,101.49,02:45,0,2,FR 1916,FR~1916~ ~~CRL~07/26/2023 06:45~AGP~07/26/2023 09:30~~
Brussels (Charleroi),Corfu,2023-07-27,18:20:00.000,22:00:00.000,101.39,02:40,0,-1,FR 6251,FR~6251~ ~~CRL~07/27/2023 18:20~CFU~07/27/2023 22:00~~
Brussels (Charleroi),Naples,2023-07-27,06:25:00.000,08:40:00.000,59.51,02:15,0,-1,FR 1302,FR~1302~ ~~CRL~07/27/2023 06:25~NAP~07/27/2023 08:40~~
Brussels (Charleroi),Faro,2023-07-27,11:25:00.000,13:20:00.000,135.29,02:55,0,-1,FR 2941,FR~2941~ ~~CRL~07/27/2023 11:25~FAO~07/27/2023 13:20~~
Brussels (Charleroi),Alicante,2023-07-27,09:00:00.000,11:25:00.000,116.79,02:25,0,-1,FR 9053,FR~9053~ ~~CRL~07/27/2023 09:00~ALC~07/27/2023 11:25~~
Brussels (Charleroi),Alicante,2023-07-27,15:05:00.000,17:30:00.000,111.74,02:25,0,2,FR 3534,FR~3534~ ~~CRL~07/27/2023 15:05~ALC~07/27/2023 17:30~~
Brussels (Charleroi),Ibiza,2023-07-27,10:20:00.000,12:45:00.000,92.91,02:25,0,-1,FR 6456,FR~6456~ ~~CRL~07/27/2023 10:20~IBZ~07/27/2023 12:45~~
